experimentVariant,caseId,grievanceId,experimentState,failureReason,title,category,subcategory,sensitiveCategory,submissionTimestamp,aiDecisionTimestamp,aiLatencyMillis,finalStatus,assignedFaculty,priority,sentiment,aiResolved,aiConfidence,aiTitle,aiModelName,retrievedReferenceCount,retrievedReferenceIds,retrievedReferenceSources,top1SimilarityScore,averageRetrievedSimilarityScore
"rag_enabled","live-058-duplicate-debit","200","completed",,"Semester fee was debited twice","Finance & Scholarships","Fee Payment","false","2026-04-12T20:52:39.556352","2026-04-12T20:53:02.064886","22508","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Duplicate fee debit reported","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-058-duplicate-debit|hist-060-late-fee-wrongly-applied|hist-061-installment-request-not-reflected","manual-import|manual-import|manual-import","0.832455","0.735242"
"rag_enabled","live-059-upi-challan-pending","201","completed",,"Fee challan still shows pending after UPI payment","Finance & Scholarships","Fee Payment","false","2026-04-12T20:53:23.175857","2026-04-12T20:53:50.784224","27608","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.700000","UPI fee payment debited but challan shows pending","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-059-upi-challan-pending|hist-061-installment-request-not-reflected|hist-057-receipt-missing","manual-import|manual-import|manual-import","0.920499","0.729314"
"rag_enabled","live-060-late-fee-wrongly-applied","202","completed",,"Late fee was added even though I paid on time","Finance & Scholarships","Fee Payment","false","2026-04-12T20:54:11.915897","2026-04-12T20:54:38.550985","26635","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Late fee incorrectly applied to timely payment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-060-late-fee-wrongly-applied|hist-061-installment-request-not-reflected|hist-057-receipt-missing","manual-import|manual-import|manual-import","0.848201","0.748436"
"rag_enabled","live-061-installment-request-not-reflected","203","completed",,"Approved installment plan is not showing in fee portal","Finance & Scholarships","Fee Payment","false","2026-04-12T20:54:59.665209","2026-04-12T20:55:30.156175","30490","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Approved fee installment not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-061-installment-request-not-reflected|202|hist-057-receipt-missing","manual-import|application-grievance|manual-import","0.860008","0.751473"
"rag_enabled","live-062-hostel-ledger-mismatch","204","completed",,"Hostel fee ledger amount does not match finance approval","Finance & Scholarships","Fee Payment","false","2026-04-12T20:55:50.499424","2026-04-12T20:56:22.512862","32013","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.765000","Hostel fee waiver mismatch in ledger","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-062-hostel-ledger-mismatch|hist-057-receipt-missing|hist-061-installment-request-not-reflected","manual-import|manual-import|manual-import","0.889352","0.777531"
"rag_enabled","live-063-disbursement-pending","205","completed",,"Approved scholarship has not been disbursed","Finance & Scholarships","Scholarship","false","2026-04-12T20:56:43.436296","2026-04-12T20:57:12.121369","28685","IN_PROGRESS","finance@college.edu","MEDIUM","POSITIVE","false","0.700000","Approved scholarship pending disbursement","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-063-disbursement-pending|hist-065-verification-stuck|hist-066-renewal-approved-not-credited","manual-import|manual-import|manual-import","0.812028","0.770683"
"rag_enabled","live-064-bank-mapping-rejected","206","completed",,"Scholarship bank account mapping was rejected","Finance & Scholarships","Scholarship","false","2026-04-12T20:57:33.255269","2026-04-12T20:57:58.914992","25659","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship bank account mapping rejection delaying payment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-064-bank-mapping-rejected|205|hist-065-verification-stuck","manual-import|application-grievance|manual-import","0.820799","0.728465"
"rag_enabled","live-065-verification-stuck","207","completed",,"Scholarship application is stuck under verification","Finance & Scholarships","Scholarship","false","2026-04-12T20:58:19.964827","2026-04-12T20:58:45.151583","25186","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship application verification delayed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-065-verification-stuck|205|206","manual-import|application-grievance|application-grievance","0.827644","0.732281"
"rag_enabled","live-066-renewal-approved-not-credited","208","completed",,"Scholarship renewal approved but money not credited","Finance & Scholarships","Scholarship","false","2026-04-12T20:59:05.717606","2026-04-12T20:59:26.179521","20461","IN_PROGRESS","finance@college.edu","MEDIUM","POSITIVE","false","0.765000","Scholarship renewal approved but not disbursed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","205|hist-066-renewal-approved-not-credited|hist-065-verification-stuck","application-grievance|manual-import|manual-import","0.887867","0.842674"
"rag_enabled","live-067-income-certificate-mismatch","209","completed",,"Scholarship file shows income certificate mismatch","Finance & Scholarships","Scholarship","false","2026-04-12T20:59:47.325952","2026-04-12T21:00:16.05648","28730","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship application delayed due to income certificate mismatch","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-067-income-certificate-mismatch|hist-065-verification-stuck|207","manual-import|manual-import|application-grievance","0.902775","0.754667"
"rag_enabled","live-068-caution-deposit-pending","210","completed",,"Caution deposit refund is still pending","Finance & Scholarships","Refunds","false","2026-04-12T21:00:37.145522","2026-04-12T21:01:11.905541","34760","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.765000","Caution deposit refund pending after exit clearances","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-068-caution-deposit-pending|hist-072-library-deposit-refund|hist-061-installment-request-not-reflected","manual-import|manual-import|manual-import","0.883071","0.688809"
"rag_enabled","live-069-duplicate-payment-refund","211","completed",,"Refund for duplicate payment has not started","Finance & Scholarships","Refunds","false","2026-04-12T21:01:32.071277","2026-04-12T21:02:04.434873","32363","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.700000","Duplicate payment refund pending","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-069-duplicate-payment-refund|hist-058-duplicate-debit|200","manual-import|manual-import|application-grievance","0.816715","0.769551"
"rag_enabled","live-070-event-cancellation-refund","212","completed",,"Cancelled event fee refund is delayed","Finance & Scholarships","Refunds","false","2026-04-12T21:02:25.029436","2026-04-12T21:02:51.939901","26910","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.700000","Event cancellation refund delayed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-070-event-cancellation-refund|205|208","manual-import|application-grievance|application-grievance","0.824083","0.683768"
"rag_enabled","live-071-mess-advance-refund","213","completed",,"Hostel mess advance refund is not processed","Finance & Scholarships","Refunds","false","2026-04-12T21:03:12.746209","2026-04-12T21:03:39.560677","26814","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.765000","Hostel mess advance refund pending after reconciliation","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-071-mess-advance-refund|204|hist-072-library-deposit-refund","manual-import|application-grievance|manual-import","0.896387","0.752384"
"rag_enabled","live-072-library-deposit-refund","214","completed",,"Library deposit refund is pending despite clearance","Finance & Scholarships","Refunds","false","2026-04-12T21:04:00.433219","2026-04-12T21:04:34.782127","34348","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Library deposit refund pending after clearance","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-072-library-deposit-refund|210|hist-068-caution-deposit-pending","manual-import|application-grievance|manual-import","0.829844","0.764032"
"rag_enabled","live-073-noise-complaint-dispute","215","completed",,"Hostel noise complaint record seems incorrect","Discipline & Safety","Code of Conduct","true","2026-04-12T21:04:55.215914","2026-04-12T21:05:21.265735","26049","IN_PROGRESS","discipline@college.edu","MEDIUM","POSITIVE","false","0.765000","Hostel noise complaint record dispute over timing conflict","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-073-noise-complaint-dispute|hist-076-mess-queue-clarification|187","manual-import|manual-import|application-grievance","0.857573","0.676223"
"rag_enabled","live-074-parking-penalty-appeal","216","completed",,"Bicycle parking penalty needs review","Discipline & Safety","Code of Conduct","true","2026-04-12T21:05:41.888293","2026-04-12T21:06:09.964098","28075","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Bicycle parking penalty appeal due to unclear marking","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-074-parking-penalty-appeal|hist-080-cctv-blind-spot|hist-075-class-warning-appeal","manual-import|manual-import|manual-import","0.791567","0.607935"
"rag_enabled","live-075-class-warning-appeal","217","completed",,"Conduct warning issued in class seems mistaken","Discipline & Safety","Code of Conduct","true","2026-04-12T21:06:30.558474","2026-04-12T21:06:55.152157","24593","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Classroom conduct warning disputed due to mistaken identity","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-075-class-warning-appeal|hist-073-noise-complaint-dispute|215","manual-import|manual-import|application-grievance","0.841310","0.641402"
"rag_enabled","live-076-mess-queue-clarification","218","completed",,"Mess queue misconduct report needs clarification","Discipline & Safety","Code of Conduct","true","2026-04-12T21:07:16.249752","2026-04-12T21:07:45.399033","29149","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Misconduct report timing dispute in mess queue","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-076-mess-queue-clarification|215|hist-073-noise-complaint-dispute","manual-import|application-grievance|manual-import","0.823675","0.679016"
"rag_enabled","live-077-lost-id-misuse","219","completed",,"Lost ID card may have been used by someone else","Discipline & Safety","Security","true","2026-04-12T21:08:05.985947","2026-04-12T21:08:37.817867","31831","IN_PROGRESS","discipline@college.edu","HIGH","NEGATIVE","false","0.765000","Lost ID card used after report, security risk","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-077-lost-id-misuse|157|hist-015-id-card-letter","manual-import|application-grievance|manual-import","0.810774","0.672606"
"rag_enabled","live-078-street-light-outage","220","completed",,"Street lights near hostel path are not working","Discipline & Safety","Security","true","2026-04-12T21:08:58.769466","2026-04-12T21:09:30.64639","31876","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Street lights out near hostel path","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-078-street-light-outage|189|hist-073-noise-complaint-dispute","manual-import|application-grievance|manual-import","0.759436","0.556387"
"rag_enabled","live-079-outsider-entry-concern","221","completed",,"Possible outsider entry near campus block","Discipline & Safety","Security","true","2026-04-12T21:09:51.589406","2026-04-12T21:10:28.242221","36652","IN_PROGRESS","discipline@college.edu","HIGH","NEGATIVE","false","0.765000","Unfamiliar person near academic block without escort","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-079-outsider-entry-concern|hist-077-lost-id-misuse|hist-045-study-floor-transfer","manual-import|manual-import|manual-import","0.877648","0.659076"
"rag_enabled","live-080-cctv-blind-spot","222","completed",,"Parking area has a CCTV blind spot","Discipline & Safety","Security","true","2026-04-12T21:10:48.679674","2026-04-12T21:11:18.404184","29724","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","CCTV blind spot in hostel parking area","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-080-cctv-blind-spot|220|221","manual-import|application-grievance|application-grievance","0.766061","0.634264"
"rag_enabled","live-081-reval-result-delay","223","completed",,"Revaluation result is still not published","Examinations","Revaluation","false","2026-04-12T21:11:39.493119","2026-04-12T21:12:09.587604","30094","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Revaluation result not published after application","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-081-reval-result-delay|hist-084-mark-change-discrepancy|hist-083-reval-fee-not-reflected","manual-import|manual-import|manual-import","0.805849","0.711438"
"rag_enabled","live-082-answer-copy-pending","224","completed",,"Evaluated answer script copy request is pending","Examinations","Revaluation","false","2026-04-12T21:12:30.175249","2026-04-12T21:12:53.288977","23113","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Evaluated answer script copy request pending","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-082-answer-copy-pending|hist-085-photocopy-status-stuck|223","manual-import|manual-import|application-grievance","0.723882","0.647900"
"rag_enabled","live-083-reval-fee-not-reflected","225","completed",,"Revaluation fee payment is not reflected","Examinations","Revaluation","false","2026-04-12T21:13:13.829405","2026-04-12T21:13:39.785607","25956","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.700000","Revaluation fee payment not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-083-reval-fee-not-reflected|hist-061-installment-request-not-reflected|223","manual-import|manual-import|application-grievance","0.849415","0.689743"
"rag_enabled","live-084-mark-change-discrepancy","226","completed",,"Consolidated marksheet not updated after revaluation change","Examinations","Revaluation","false","2026-04-12T21:14:00.510045","2026-04-12T21:14:27.13084","26620","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Consolidated marksheet not updated after revaluation","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-084-mark-change-discrepancy|223|146","manual-import|application-grievance|application-grievance","0.906983","0.762355"
"rag_enabled","live-085-photocopy-status-stuck","227","completed",,"Photocopy request status is stuck in processing","Examinations","Revaluation","false","2026-04-12T21:14:48.209534","2026-04-12T21:15:09.489893","21280","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Answer script photocopy request stuck in processing","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-085-photocopy-status-stuck|hist-082-answer-copy-pending|224","manual-import|manual-import|application-grievance","0.829362","0.716848"
"rag_enabled","live-086-elective-overlap","228","completed",,"Two elective exams are scheduled at the same time","Examinations","Exam Schedule","false","2026-04-12T21:15:29.85355","2026-04-12T21:15:57.425633","27572","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Elective exam schedule overlap","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-086-elective-overlap|hist-090-supplementary-date-unclear|hist-087-practical-project-clash","manual-import|manual-import|manual-import","0.807169","0.711427"
"rag_enabled","live-087-practical-project-clash","229","completed",,"Practical exam clashes with project review schedule","Examinations","Exam Schedule","false","2026-04-12T21:16:17.579877","2026-04-12T21:16:43.082644","25502","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Practical exam clashes with mandatory project review","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-087-practical-project-clash|228|hist-090-supplementary-date-unclear","manual-import|application-grievance|manual-import","0.879367","0.738043"
"rag_enabled","live-088-revised-timetable-not-reflected","230","completed",,"Revised exam timetable is not updated in portal","Examinations","Exam Schedule","false","2026-04-12T21:17:03.280621","2026-04-12T21:17:31.064473","27783","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.765000","Revised exam timetable not updated in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-088-revised-timetable-not-reflected|hist-090-supplementary-date-unclear|hist-089-venue-change-late","manual-import|manual-import|manual-import","0.870486","0.790547"
"rag_enabled","live-089-venue-change-late","231","completed",,"Exam venue change was communicated too late","Examinations","Exam Schedule","false","2026-04-12T21:17:52.078541","2026-04-12T21:18:13.011287","20932","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.765000","Late communication of exam venue change","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-089-venue-change-late|230|hist-088-revised-timetable-not-reflected","manual-import|application-grievance|manual-import","0.868103","0.771217"
"rag_enabled","live-090-supplementary-date-unclear","232","completed",,"Supplementary exam date is unclear","Examinations","Exam Schedule","false","2026-04-12T21:18:33.71053","2026-04-12T21:18:53.592353","19881","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.700000","Unclear supplementary exam date notice","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-090-supplementary-date-unclear|231|230","manual-import|application-grievance|application-grievance","0.914319","0.753376"
"rag_enabled","live-091-blocked-wrong-dues","233","completed",,"Hall ticket is blocked even though dues were cleared","Examinations","Hall Ticket","false","2026-04-12T21:19:14.291744","2026-04-12T21:19:41.785157","27493","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Hall ticket blocked despite cleared dues","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-091-blocked-wrong-dues|hist-093-elective-missing|158","manual-import|manual-import|application-grievance","0.821372","0.663495"
"rag_enabled","live-092-name-typo","234","completed",,"Hall ticket has a spelling mistake in my name","Examinations","Hall Ticket","false","2026-04-12T21:20:02.076615","2026-04-12T21:20:29.016046","26939","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.765000","Hall ticket name spelling error","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-092-name-typo|hist-093-elective-missing|233","manual-import|manual-import|application-grievance","0.781779","0.668895"
"rag_enabled","live-093-elective-missing","235","completed",,"Elective subject is missing on hall ticket","Examinations","Hall Ticket","false","2026-04-12T21:20:49.869772","2026-04-12T21:21:23.997214","34127","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Elective missing on hall ticket","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-093-elective-missing|146|hist-004-elective-internal-missing","manual-import|application-grievance|manual-import","0.862012","0.706289"
"rag_enabled","live-094-photo-missing","236","completed",,"Hall ticket is missing my profile photo","Examinations","Hall Ticket","false","2026-04-12T21:21:44.812062","2026-04-12T21:22:09.551561","24739","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hall ticket missing profile photo before exam","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-094-photo-missing|hist-092-name-typo|hist-093-elective-missing","manual-import|manual-import|manual-import","0.776177","0.729879"
"rag_enabled","live-095-repeated-comments-confidential","237","completed",,"Need confidential handling for repeated inappropriate comments","Harassment / PoSH","PoSH Complaint","true","2026-04-12T21:22:30.54151","2026-04-12T21:22:51.159724","20618","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.765000","Confidential PoSH complaint for repeated inappropriate comments","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-095-repeated-comments-confidential|hist-096-unwanted-messages|hist-097-mentor-boundary-concern","manual-import|manual-import|manual-import","0.859667","0.755082"
"rag_enabled","live-096-unwanted-messages","238","completed",,"Need to report repeated unwanted messages confidentially","Harassment / PoSH","PoSH Complaint","true","2026-04-12T21:23:12.209943","2026-04-12T21:23:29.244978","17035","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Confidential PoSH complaint for repeated unwanted messages","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-096-unwanted-messages|237|hist-095-repeated-comments-confidential","manual-import|application-grievance|manual-import","0.874264","0.805423"
"rag_enabled","live-097-mentor-boundary-concern","239","completed",,"Need confidential complaint about uncomfortable mentor behavior","Harassment / PoSH","PoSH Complaint","true","2026-04-12T21:23:49.762655","2026-04-12T21:24:21.386626","31623","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.800000","Confidential PoSH complaint about mentor boundary-crossing","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-097-mentor-boundary-concern|hist-096-unwanted-messages|237","manual-import|manual-import|application-grievance","0.859598","0.756687"
"rag_enabled","live-098-hostel-intimidation","240","completed",,"Need to report senior intimidation in hostel corridor","Harassment / PoSH","Ragging","true","2026-04-12T21:24:41.813717","2026-04-12T21:25:25.448008","43634","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Senior intimidation in hostel corridor reported for anti-ragging","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-098-hostel-intimidation|hist-100-threatening-group-messages|hist-099-forced-errands","manual-import|manual-import|manual-import","0.884780","0.764944"
"rag_enabled","live-099-forced-errands","241","completed",,"Need to report seniors forcing errands","Harassment / PoSH","Ragging","true","2026-04-12T21:25:46.086412","2026-04-12T21:26:09.159918","23073","IN_PROGRESS","icc@college.edu","HIGH","POSITIVE","false","0.765000","Report of seniors forcing juniors to run errands","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-099-forced-errands|240|hist-100-threatening-group-messages","manual-import|application-grievance|manual-import","0.823490","0.733534"
"rag_enabled","live-100-threatening-group-messages","242","completed",,"Need to report threatening messages from senior group","Harassment / PoSH","Ragging","true","2026-04-12T21:26:29.836234","2026-04-12T21:26:45.76049","15924","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Threatening messages from senior group reported for anti-ragging","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-100-threatening-group-messages|240|241","manual-import|application-grievance|application-grievance","0.863808","0.795019"
