experimentVariant,caseId,grievanceId,experimentState,failureReason,title,category,subcategory,sensitiveCategory,submissionTimestamp,aiDecisionTimestamp,aiLatencyMillis,finalStatus,assignedFaculty,priority,sentiment,aiResolved,aiConfidence,aiTitle,aiModelName,retrievedReferenceCount,retrievedReferenceIds,retrievedReferenceSources,top1SimilarityScore,averageRetrievedSimilarityScore
"rag_disabled","live-074-parking-penalty-appeal","316","completed",,"Bicycle parking penalty needs review","Discipline & Safety","Code of Conduct","true","2026-04-12T22:22:03.808169","2026-04-12T22:22:24.062225","20254","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Bicycle parking penalty appeal due to unclear zone marking","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-075-class-warning-appeal","317","completed",,"Conduct warning issued in class seems mistaken","Discipline & Safety","Code of Conduct","true","2026-04-12T22:22:44.386016","2026-04-12T22:23:03.374146","18988","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Classroom conduct warning disputed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-076-mess-queue-clarification","318","completed",,"Mess queue misconduct report needs clarification","Discipline & Safety","Code of Conduct","true","2026-04-12T22:23:23.966688","2026-04-12T22:23:44.26859","20301","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.730000","Dispute over mess queue misconduct report timing","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-077-lost-id-misuse","319","completed",,"Lost ID card may have been used by someone else","Discipline & Safety","Security","true","2026-04-12T22:24:04.525724","2026-04-12T22:24:22.442643","17916","IN_PROGRESS","discipline@college.edu","HIGH","NEGATIVE","false","0.765000","Lost ID card used after report, security risk","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-078-street-light-outage","320","completed",,"Street lights near hostel path are not working","Discipline & Safety","Security","true","2026-04-12T22:24:43.100553","2026-04-12T22:25:05.597438","22496","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","Street lights out near hostel path","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-079-outsider-entry-concern","321","completed",,"Possible outsider entry near campus block","Discipline & Safety","Security","true","2026-04-12T22:25:26.715944","2026-04-12T22:25:45.120301","18404","IN_PROGRESS","discipline@college.edu","HIGH","NEGATIVE","false","0.765000","Security concern about outsider near academic block","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-080-cctv-blind-spot","322","completed",,"Parking area has a CCTV blind spot","Discipline & Safety","Security","true","2026-04-12T22:26:05.27287","2026-04-12T22:26:26.264389","20991","IN_PROGRESS","discipline@college.edu","MEDIUM","NEGATIVE","false","0.700000","CCTV blind spot reported in hostel parking area","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-081-reval-result-delay","323","completed",,"Revaluation result is still not published","Examinations","Revaluation","false","2026-04-12T22:26:46.93362","2026-04-12T22:27:00.729295","13795","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Revaluation result not published after application","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-082-answer-copy-pending","324","completed",,"Evaluated answer script copy request is pending","Examinations","Revaluation","false","2026-04-12T22:27:21.394642","2026-04-12T22:27:42.5545","21159","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Evaluated answer script copy request pending","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-083-reval-fee-not-reflected","325","completed",,"Revaluation fee payment is not reflected","Examinations","Revaluation","false","2026-04-12T22:28:03.011912","2026-04-12T22:28:26.328221","23316","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.730000","Revaluation fee payment not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-084-mark-change-discrepancy","326","completed",,"Consolidated marksheet not updated after revaluation change","Examinations","Revaluation","false","2026-04-12T22:28:46.678993","2026-04-12T22:29:09.350102","22671","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Consolidated marksheet not updated after revaluation","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-085-photocopy-status-stuck","327","completed",,"Photocopy request status is stuck in processing","Examinations","Revaluation","false","2026-04-12T22:29:30.367664","2026-04-12T22:29:52.616303","22248","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Answer script photocopy request stuck in processing","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-086-elective-overlap","328","completed",,"Two elective exams are scheduled at the same time","Examinations","Exam Schedule","false","2026-04-12T22:30:12.995814","2026-04-12T22:30:52.270207","39274","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Elective exam schedule overlap","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-087-practical-project-clash","329","completed",,"Practical exam clashes with project review schedule","Examinations","Exam Schedule","false","2026-04-12T22:31:13.09846","2026-04-12T22:31:35.038003","21939","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.730000","Practical exam clashes with mandatory project review","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-088-revised-timetable-not-reflected","330","completed",,"Revised exam timetable is not updated in portal","Examinations","Exam Schedule","false","2026-04-12T22:31:55.796524","2026-04-12T22:32:19.672228","23875","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.765000","Revised exam timetable not updated in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-089-venue-change-late","331","completed",,"Exam venue change was communicated too late","Examinations","Exam Schedule","false","2026-04-12T22:32:40.582236","2026-04-12T22:33:01.296813","20714","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.765000","Late communication of exam venue change","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-090-supplementary-date-unclear","332","completed",,"Supplementary exam date is unclear","Examinations","Exam Schedule","false","2026-04-12T22:33:22.206162","2026-04-12T22:33:40.183451","17977","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.700000","Supplementary exam date unclear in notice","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-091-blocked-wrong-dues","333","completed",,"Hall ticket is blocked even though dues were cleared","Examinations","Hall Ticket","false","2026-04-12T22:34:00.754899","2026-04-12T22:34:21.924843","21169","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hall ticket blocked despite cleared dues","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-092-name-typo","334","completed",,"Hall ticket has a spelling mistake in my name","Examinations","Hall Ticket","false","2026-04-12T22:34:42.387582","2026-04-12T22:35:03.643202","21255","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.765000","Hall ticket name spelling error","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-093-elective-missing","335","completed",,"Elective subject is missing on hall ticket","Examinations","Hall Ticket","false","2026-04-12T22:35:24.035908","2026-04-12T22:35:45.208952","21173","IN_PROGRESS","examcell@college.edu","MEDIUM","NEGATIVE","false","0.700000","Elective missing on hall ticket","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-094-photo-missing","336","completed",,"Hall ticket is missing my profile photo","Examinations","Hall Ticket","false","2026-04-12T22:36:05.716224","2026-04-12T22:36:27.612079","21895","RESOLVED","examcell@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hall ticket missing profile photo before exam","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-095-repeated-comments-confidential","337","completed",,"Need confidential handling for repeated inappropriate comments","Harassment / PoSH","PoSH Complaint","true","2026-04-12T22:36:48.380436","2026-04-12T22:37:07.808323","19427","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.800000","Confidential PoSH complaint for repeated inappropriate comments","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-096-unwanted-messages","338","completed",,"Need to report repeated unwanted messages confidentially","Harassment / PoSH","PoSH Complaint","true","2026-04-12T22:37:27.985062","2026-04-12T22:37:41.632796","13647","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Confidential PoSH complaint for repeated unwanted messages","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-097-mentor-boundary-concern","339","completed",,"Need confidential complaint about uncomfortable mentor behavior","Harassment / PoSH","PoSH Complaint","true","2026-04-12T22:38:02.485705","2026-04-12T22:38:14.934642","12448","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Confidential PoSH complaint about mentor behavior","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-098-hostel-intimidation","340","completed",,"Need to report senior intimidation in hostel corridor","Harassment / PoSH","Ragging","true","2026-04-12T22:38:35.944572","2026-04-12T22:38:53.398836","17454","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Senior intimidation in hostel corridor reported for anti-ragging","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-099-forced-errands","341","completed",,"Need to report seniors forcing errands","Harassment / PoSH","Ragging","true","2026-04-12T22:39:13.57684","2026-04-12T22:39:29.22896","15652","IN_PROGRESS","icc@college.edu","HIGH","POSITIVE","false","0.765000","Report of seniors forcing errands on juniors","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-100-threatening-group-messages","342","completed",,"Need to report threatening messages from senior group","Harassment / PoSH","Ragging","true","2026-04-12T22:39:50.117131","2026-04-12T22:40:03.561222","13444","IN_PROGRESS","icc@college.edu","HIGH","NEGATIVE","false","0.815000","Threatening messages from senior group reported for anti-ragging","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
